Year,ID,Name,Import,Export,ImpIDA,ImpIDB,ImpIDC,ImpIDD,ImpIDE,ImpIDF,ImpIDG,ImpIDH,ImpIDI,ImpIDJ,ImportA,ImportB,ImportC,ImportD,ImportE,ImportF,ImportG,ImportH,ImportI,ImportJ,ExpIDA,ExpIDB,ExpIDC,ExpIDD,ExpIDE,ExpIDF,ExpIDG,ExpIDH,ExpIDI,ExpIDJ,ExportA,ExportB,ExportC,ExportD,ExportE,ExportF,ExportG,ExportH,ExportI,ExportJ
2019,231,Ethiopia,,24.788,,,,,,,,,,,,,,,,,,,,,404,,,,,,,,,,24.788,,,,,,,,,
2019,232,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,233,Estonia,158020.052,162504.435,246,428,,,,,,,,,153546.131,4473.921,,,,,,,,,428,246,,,,,,,,,138354.303,24150.132,,,,,,,,
2019,238,Falkland Isds (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,242,Fiji,0.603,,036,,,,,,,,,,0.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,246,Finland,1142838.597,158258.722,752,643,233,579,,,,,,,761100.53,346461.65,24150.132,11126.285,,,,,,,233,579,752,643,784,,,,,,153546.131,2795.84,1728.633,147.895,40.223,,,,,
2019,251,France,807891.731,3912149.829,757,724,056,276,826,380,512,,,,235326.556,194480.634,190320.379,114990.405,37630.553,35142.928,0.276,,,,380,757,276,826,724,056,020,784,512,,1038163.938,691523.344,648767.049,626242.254,625389.799,268749.032,13293.694,20.082,0.637,
2019,258,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,260,Fr. South Antarctic Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,262,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,266,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,268,Georgia,80983.495,8413.139,031,643,792,051,,,,,,,57031.915,22800.236,1151.325,0.019,,,,,,,792,051,643,031,,,,,,,4226.911,2461.519,958.213,766.496,,,,,,
2019,270,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,275,State of Palestine,8984.431,,400,,,,,,,,,,8984.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,276,Germany,2098766.121,4479600.235,251,757,203,528,040,208,752,380,442,705,648767.049,374906.033,293122.654,278800.631,244419.092,151952.173,60806.223,31157.06,9813.672,3838.885,380,040,616,528,757,203,208,442,251,752,911235.945,761032.366,687362.615,600720.847,528523.676,360883.956,275907.773,190845.673,114990.405,27243.134
2019,278,Dem. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,280,Fed. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,288,Ghana,7600.128,124189.991,384,842,,,,,,,,,7600.115,0.013,,,,,,,,,768,854,204,,,,,,,,61943.696,53674.366,8571.929,,,,,,,
2019,292,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,296,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,300,Greece,494680.817,111627.521,705,100,380,008,792,348,807,642,203,688,129137.176,122031.548,115388.286,45548.552,23114.291,19937.936,12295.73,9568.695,6071.841,5361.349,380,008,705,807,100,792,203,442,757,528,36699.42,27599.472,20418.402,16155.953,6827.577,2574.449,606.889,462.904,277.977,4.478
2019,304,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,308,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,316,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,320,Guatemala,106435.676,259320.129,484,222,591,,,,,,,,98152.692,8133.095,149.889,,,,,,,,222,484,340,188,591,558,,,,,153845.938,82794.752,18365.539,4019.888,277.088,16.924,,,,
2019,324,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,328,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,332,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,340,Honduras,19566.272,,320,222,,,,,,,,,18365.539,1200.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,344,"China, Hong Kong SAR",843003.466,60.296,156,764,,,,,,,,,843002.228,1.238,,,,,,,,,608,,,,,,,,,,60.296,,,,,,,,,
2019,348,Hungary,1344386.954,693445.337,703,040,804,191,642,688,100,203,807,070,471944.304,282643.418,257696.827,225838.161,51097.872,43609.311,6706.84,2787.972,1534.91,527.339,191,688,642,804,300,703,070,040,807,203,333090.943,139610.884,118320.431,38989.229,19937.936,13803.987,12536.518,9629.442,2793.444,2557.659
2019,352,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,360,Indonesia,129333.544,,458,156,,,,,,,,,129333.474,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,364,Iran,63453.345,34911.642,051,031,,,,,,,,,62530.805,922.54,,,,,,,,,586,051,031,,,,,,,,31092.669,2900.155,918.818,,,,,,,
2019,368,Iraq,994.724,,400,,,,,,,,,,994.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,372,Ireland,124823.82,80799.529,826,842,,,,,,,,,124823.476,0.344,,,,,,,,,826,,,,,,,,,,80799.529,,,,,,,,,
2019,376,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,380,Italy,2600807.783,460979.621,251,276,757,203,040,300,100,705,724,070,1038163.938,911235.945,236570.672,205896.138,70802.748,36699.42,33954.836,27082.62,22842.832,16501.539,100,300,470,251,276,674,724,705,203,070,120671.479,115388.286,36533.592,35142.928,31157.06,27661.276,25992.613,22405.267,21348.761,13395.692
2019,384,Côte d'Ivoire,1.29,115420.38,458,710,,,,,,,,,0.661,0.629,,,,,,,,,854,466,288,430,,,,,,,55846.383,50462.902,7600.115,1510.98,,,,,,
2019,388,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,392,Japan,2.444,,784,,,,,,,,,,2.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,398,Kazakhstan,62273.644,46759.228,643,417,762,,,,,,,,62056.549,129.934,87.161,,,,,,,,643,860,417,762,,,,,,,25718.584,20982.993,57.65,0.001,,,,,,
2019,400,Jordan,17029.148,9979.155,818,784,,,,,,,,,17015.261,13.887,,,,,,,,,275,368,,,,,,,,,8984.431,994.724,,,,,,,,
2019,404,Kenya,36123.33,2549.988,800,231,,,,,,,,,36098.542,24.788,,,,,,,,,800,,,,,,,,,,2549.988,,,,,,,,,
2019,408,Dem. People's Rep. of Korea,2750.122,11428.577,156,,,,,,,,,,2750.122,,,,,,,,,,156,,,,,,,,,,11428.577,,,,,,,,,
2019,410,Rep. of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,414,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,417,Kyrgyzstan,57.65,129.934,398,,,,,,,,,,57.65,,,,,,,,,,398,,,,,,,,,,129.934,,,,,,,,,
2019,418,Lao People's Dem. Rep.,69517.428,1330039.522,764,704,156,,,,,,,,64956.714,3063.939,1496.775,,,,,,,,764,704,116,458,104,,,,,,1254810.15,64328.228,10125.991,619.913,155.24,,,,,
2019,422,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,426,Lesotho,31871.265,513.69,710,508,,,,,,,,,26952.167,4919.098,,,,,,,,,508,,,,,,,,,,513.69,,,,,,,,,
2019,428,Latvia,238080.784,179563.934,233,643,440,112,,,,,,,138354.303,57065.734,42006.047,654.7,,,,,,,440,233,643,,,,,,,,173641.521,4473.921,1448.492,,,,,,,
2019,430,Liberia,1510.98,,384,,,,,,,,,,1510.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,434,Libya,35253.376,,818,,,,,,,,,,35253.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,440,Lithuania,739438.628,179607.393,643,752,428,112,616,,,,,,286351.422,181019.511,173641.521,77217.035,21209.139,,,,,,616,428,752,643,,,,,,,123751.952,42006.047,13541.482,307.912,,,,,,
2019,442,Luxembourg,235158.662,47683.871,276,724,056,100,300,,,,,,190845.673,26789.959,10985.088,6075.038,462.904,,,,,,724,276,100,040,056,300,203,,,,18550.564,9813.672,7183.958,6382.956,4345.528,884.616,522.577,,,
2019,446,"China, Macao SAR",457632.426,,156,,,,,,,,,,457632.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,450,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,454,Malawi,3597.229,1138.964,894,508,,,,,,,,,3308.158,289.071,,,,,,,,,894,508,,,,,,,,,961.336,177.628,,,,,,,,
2019,458,Malaysia,2279.148,129369.255,764,418,,,,,,,,,1659.235,619.913,,,,,,,,,360,764,384,,,,,,,,129333.474,35.12,0.661,,,,,,,
2019,462,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,466,Mali,57013.938,,384,478,116,,,,,,,,50462.902,6548.074,2.962,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,470,Malta,36533.592,1057.095,380,,,,,,,,,,36533.592,,,,,,,,,,380,,,,,,,,,,1057.095,,,,,,,,,
2019,478,Mauritania,,6548.074,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,6548.074,,,,,,,,,
2019,480,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,484,Mexico,82794.752,98152.692,320,,,,,,,,,,82794.752,,,,,,,,,,320,,,,,,,,,,98152.692,,,,,,,,,
2019,490,"Other Asia, nes",0.03,,764,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,496,Mongolia,144446.272,337.383,156,643,,,,,,,,,116753.835,27692.437,,,,,,,,,643,,,,,,,,,,337.383,,,,,,,,,
2019,498,Rep. of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,499,Montenegro,76892.338,63299.231,070,203,757,688,705,208,,,,,28737.565,14843.86,14645.277,8682.764,7825.307,2157.565,,,,,688,203,070,757,705,208,100,,,,22418.466,18935.617,9781.022,6204.009,3089.826,2013.778,856.513,,,
2019,500,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,504,Morocco,15074.574,60723.602,724,012,,,,,,,,,14953.975,120.599,,,,,,,,,724,,,,,,,,,,60723.602,,,,,,,,,
2019,508,Mozambique,298796.952,315864.164,710,426,894,454,716,748,784,156,,,297774.93,513.69,205.362,177.628,83.836,27.84,8.107,5.559,,,710,716,072,426,894,748,454,,,,262972.392,28165.796,16121.767,4919.098,1862.531,1533.509,289.071,,,
2019,512,Oman,21.948,72.902,784,251,,,,,,,,,21.311,0.637,,,,,,,,,784,887,251,,,,,,,,71.625,1.001,0.276,,,,,,,
2019,516,Namibia,108521.246,3144.65,710,894,716,,,,,,,,74848.159,23663.372,10009.715,,,,,,,,072,710,,,,,,,,,2324.125,820.525,,,,,,,,
2019,520,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,524,Nepal,105745.871,,699,,,,,,,,,,105745.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,528,Netherlands,940893.634,984409.081,276,056,579,826,203,300,,,,,600720.847,212347.865,107626.676,20098.978,94.79,4.478,,,,,826,056,276,579,203,,,,,,342087.5,299351.176,278800.631,63976.473,193.301,,,,,
2019,530,Netherlands Antilles (...2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,531,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,533,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,534,Saint Maarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,535,Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,540,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,548,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,554,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,558,Nicaragua,16.924,,320,,,,,,,,,,16.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,562,Niger,36443.729,,566,,,,,,,,,,36443.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,566,Nigeria,,178943.473,,,,,,,,,,,,,,,,,,,,,204,768,562,,,,,,,,87150.442,55349.302,36443.729,,,,,,,
2019,570,Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,574,Norfolk Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,579,Norway,508175.068,527775.603,752,208,528,643,246,,,,,,297928.578,139975.854,63976.473,3498.323,2795.84,,,,,,752,208,528,246,643,,,,,,263478.475,145542.178,107626.676,11126.285,1.989,,,,,
2019,580,N. Mariana Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,583,FS Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,584,Marshall Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,585,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,586,Pakistan,31092.669,0.027,364,,,,,,,,,,31092.669,,,,,,,,,,784,,,,,,,,,,0.027,,,,,,,,,
2019,591,Panama,1158.123,14332.045,222,320,,,,,,,,,881.035,277.088,,,,,,,,,222,320,,,,,,,,,14182.156,149.889,,,,,,,,
2019,598,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,600,Paraguay,,1883784.059,,,,,,,,,,,,,,,,,,,,,076,032,,,,,,,,,1500246.163,383537.896,,,,,,,,
2019,604,Peru,535.657,,218,,,,,,,,,,535.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,608,Philippines,140.428,,156,344,,,,,,,,,80.132,60.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,612,Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,616,Poland,1107135.482,348898.638,276,752,440,804,203,703,,,,,687362.615,154381.344,123751.952,77634.637,62631.184,1373.75,,,,,703,203,440,752,276,,,,,,188563.924,128415.99,21209.139,9550.374,1159.211,,,,,
2019,620,Portugal,416664.549,278220.599,724,,,,,,,,,,416664.549,,,,,,,,,,724,,,,,,,,,,278220.599,,,,,,,,,
2019,624,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,626,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,634,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,642,Romania,262487.965,101744.265,348,100,688,804,757,807,,,,,118320.431,73112.493,36879.777,24386.141,9316.646,472.477,,,,,348,688,100,300,757,804,,,,,51097.872,21872.733,15418.238,9568.695,3062.432,724.295,,,,
2019,643,Russian Federation,38053.613,963833.036,398,031,428,268,496,440,246,579,,,25718.584,9133.145,1448.492,958.213,337.383,307.912,147.895,1.989,,,246,440,156,398,428,496,268,804,031,579,346461.65,286351.422,135921.434,62056.549,57065.734,27692.437,22800.236,17034.859,3563.035,3498.323
2019,646,Rwanda,622.55,355.047,800,,,,,,,,,,622.55,,,,,,,,,,800,,,,,,,,,,355.047,,,,,,,,,
2019,652,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,654,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,659,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,660,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,662,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,666,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,670,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,674,San Marino,27661.276,,380,,,,,,,,,,27661.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,678,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,682,Saudi Arabia,0.585,,784,,,,,,,,,,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,686,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,688,Serbia,435818.63,318636.325,348,070,203,191,100,499,642,807,705,008,139610.884,93781.248,66078.439,38224.836,30838.47,22418.466,21872.733,21421.8,1163.32,408.434,191,203,348,642,100,705,807,070,499,300,60560.939,51032.862,43609.311,36879.777,31870.043,30503.986,29309.652,17545.635,8682.764,5361.349
2019,690,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,694,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,697,"Europe EFTA, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,699,India,,611167.289,,,,,,,,,,,,,,,,,,,,,050,524,104,,,,,,,,504981.779,105745.871,439.639,,,,,,,
2019,702,Singapore,0.052,,764,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,703,Slovakia,897880.915,705036.959,203,616,348,100,792,,,,,,688884.443,188563.924,13803.987,6392.042,236.519,,,,,,348,804,203,616,300,807,100,,,,471944.304,151193.74,79370.374,1373.75,984.019,159.138,11.634,,,
2019,704,Viet Nam,190111.945,177895.881,156,418,,,,,,,,,125783.717,64328.228,,,,,,,,,116,124,418,,,,,,,,99572.809,75259.133,3063.939,,,,,,,
2019,705,Slovenia,625373.268,337549.096,040,100,191,688,380,300,276,757,070,203,309382.301,106160.383,91372.776,30503.986,22405.267,20418.402,17986.183,12616.562,7608.852,3813.537,300,191,380,040,100,070,499,807,276,688,129137.176,121828.785,27082.62,15967.227,15437.408,9183.186,7825.307,6085.182,3838.885,1163.32
2019,706,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,710,South Africa,263792.917,606152.662,508,516,,,,,,,,,262972.392,820.525,,,,,,,,,508,072,516,748,716,426,894,384,,,297774.93,78695.68,74848.159,61619.312,52769.31,26952.167,13492.475,0.629,,
2019,711,Southern African Customs Union (...1999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,716,Zimbabwe,81115.461,12948.382,710,508,894,,,,,,,,52769.31,28165.796,180.355,,,,,,,,516,748,508,,,,,,,,10009.715,2854.831,83.836,,,,,,,
2019,724,Spain,1013170.942,691467.796,251,620,504,380,442,276,040,826,,,625389.799,278220.599,60723.602,25992.613,18550.564,1622.167,1578.813,1092.785,,,620,251,442,380,020,504,040,826,,,416664.549,194480.634,26789.959,22842.832,15107.897,14953.975,620.212,7.738,,
2019,728,South Sudan,3.948,,784,,,,,,,,,,3.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,729,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,736,Sudan (...2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,740,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,748,Eswatini,66007.652,27.84,710,716,508,,,,,,,,61619.312,2854.831,1533.509,,,,,,,,508,,,,,,,,,,27.84,,,,,,,,,
2019,752,Sweden,444829.024,1665004.18,579,208,276,440,616,246,784,,,,263478.475,129283.296,27243.134,13541.482,9550.374,1728.633,3.63,,,,246,579,208,440,616,276,,,,,761100.53,297928.578,209767.994,181019.511,154381.344,60806.223,,,,
2019,757,Switzerland,1525329.592,990708.239,251,276,040,070,380,203,499,642,191,807,691523.344,528523.676,226950.296,48590.484,11237.858,8202.705,6204.009,3062.432,425.109,331.702,276,380,251,040,499,705,642,807,203,191,374906.033,236570.672,235326.556,95673.79,14645.277,12616.562,9316.646,7033.466,3758.289,860.948
2019,760,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,762,Tajikistan,0.001,28588.317,398,,,,,,,,,,0.001,,,,,,,,,,860,398,,,,,,,,,28501.156,87.161,,,,,,,,
2019,764,Thailand,1254845.27,203235.191,418,458,,,,,,,,,1254810.15,35.12,,,,,,,,,116,418,104,458,344,702,490,,,,122320.892,64956.714,14297.03,1659.235,1.238,0.052,0.03,,,
2019,768,Togo,117292.998,24350.111,288,566,,,,,,,,,61943.696,55349.302,,,,,,,,,204,854,,,,,,,,,23815.506,534.605,,,,,,,,
2019,772,Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,776,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,780,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,784,United Arab Emirates,138.674,69.204,512,246,251,156,842,586,,,,,71.625,40.223,20.082,4.887,1.83,0.027,,,,,512,400,156,508,728,752,887,392,682,,21.311,13.887,11.677,8.107,3.948,3.63,3.615,2.444,0.585,
2019,788,Tunisia,10597.32,,012,,,,,,,,,,10597.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,792,Türkiye,38244.308,107023.903,100,268,031,300,203,,,,,,26685.638,4226.911,3619.334,2574.449,1137.976,,,,,,100,300,203,268,703,,,,,,61726.039,23114.291,20795.729,1151.325,236.519,,,,,
2019,795,Turkmenistan,,25556.659,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,25556.659,,,,,,,,,
2019,796,Turks and Caicos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,798,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,800,Uganda,2905.035,42865.096,404,646,,,,,,,,,2549.988,355.047,,,,,,,,,404,834,646,180,,,,,,,36098.542,5950.915,622.55,193.089,,,,,,
2019,804,Ukraine,253551.923,361256.942,703,112,348,643,642,,,,,,151193.74,45609.8,38989.229,17034.859,724.295,,,,,,348,616,642,203,112,,,,,,257696.827,77634.637,24386.141,1510.137,29.2,,,,,
2019,807,North Macedonia,123730.383,58423.711,100,688,203,300,757,705,348,276,703,,38874.775,29309.652,22382.445,16155.953,7033.466,6085.182,2793.444,936.328,159.138,,688,203,300,100,348,642,757,705,,,21421.8,15232.81,12295.73,7119.089,1534.91,472.477,331.702,15.193,,
2019,810,USSR (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,818,Egypt,,52268.637,,,,,,,,,,,,,,,,,,,,,434,400,,,,,,,,,35253.376,17015.261,,,,,,,,
2019,826,United Kingdom,1331776.215,197565.082,251,528,056,372,203,100,208,724,124,,626242.254,342087.5,258927.905,80799.529,23140.932,447.605,116.185,7.738,6.567,,372,251,528,203,056,724,300,100,,,124823.476,37630.553,20098.978,7957.823,5647.544,1092.785,206.543,107.38,,
2019,834,United Rep. of Tanzania,9522.276,,800,894,156,,,,,,,,5950.915,3570.486,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,842,USA,1915187.186,422784.75,124,222,,,,,,,,,1915124.173,63.013,,,,,,,,,124,784,048,372,052,288,,,,,422781.982,1.83,0.387,0.344,0.194,0.013,,,,
2019,849,US Misc. Pacific Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,854,Burkina Faso,110055.354,,384,288,768,,,,,,,,55846.383,53674.366,534.605,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,858,Uruguay,,78660.707,,,,,,,,,,,,,,,,,,,,,032,076,,,,,,,,,54161.717,24498.99,,,,,,,,
2019,860,Uzbekistan,75040.808,101151.575,762,795,398,,,,,,,,28501.156,25556.659,20982.993,,,,,,,,004,,,,,,,,,,101151.575,,,,,,,,,
2019,862,Venezuela,,12943.578,,,,,,,,,,,,,,,,,,,,,076,,,,,,,,,,12943.578,,,,,,,,,
2019,876,Wallis and Futuna Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,882,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,887,Yemen,4.616,,784,512,,,,,,,,,3.615,1.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,891,Serbia and Montenegro (...2005),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,894,Zambia,16316.342,137935.199,710,508,454,,,,,,,,13492.475,1862.531,961.336,,,,,,,,072,180,516,834,454,508,716,,,,58785.742,48221.724,23663.372,3570.486,3308.158,205.362,180.355,,,
2020,004,Afghanistan,154375.037,,860,,,,,,,,,,154375.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,008,Albania,35384.471,54208.098,688,300,705,203,499,,,,,,20979.492,7334.891,5215.953,1832.608,21.527,,,,,,300,688,705,203,,,,,,,42909.893,4444.016,3471.877,3382.312,,,,,,
2020,012,Algeria,,7131.121,,,,,,,,,,,,,,,,,,,,,788,504,,,,,,,,,6053.977,1077.144,,,,,,,,
2020,016,American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,020,Andorra,23181.006,115.73,251,724,,,,,,,,,14987.489,8193.517,,,,,,,,,222,,,,,,,,,,115.73,,,,,,,,,
2020,024,Angola,0.118,,516,,,,,,,,,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,028,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,031,Azerbaijan,6651.615,72303.197,643,051,268,364,,,,,,,3464.045,1436.319,987.023,764.228,,,,,,,268,643,051,364,792,,,,,,35799.126,11721.455,9703.045,8705.457,6374.114,,,,,
2020,032,Argentina,316685.362,64422.25,600,858,076,,,,,,,,293284.23,21450.887,1950.245,,,,,,,,076,858,,,,,,,,,34628.166,29794.084,,,,,,,,
2020,036,Australia,0.544,,764,,,,,,,,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
